,title,context,question,id,answers,document_id,__index_level_0__
951,민다나오 전투,"일본 육군은 민다나오 섬과 레이테 섬을 스즈키 소사쿠 중장이 사령관으로 있었던 제35군이 담당하고 있었다. 레이테 섬의 제35군 사령부를 빼내어 민다나오 섬에 배치하여 ‘영구 항전 태세’를 구축하려고 생각하고 있었다. 민다나오 섬에는 제30사단(사단장 : 스즈키 소사쿠 중장)과 제100사단 (사단장 : 하라다 지로 중장) 독립 혼성 제54여단 (여단장 : 키타후지 요시 소장) 등이 주둔하고 있었다. 이것은 루손 섬을 제외하고, 필리핀에 잔존한 일본군 중 가장 큰 병력이었다. 다만, 제30사단은 예하 3개 보병 연대 중 2개를 레이테 섬에 증원군으로 보내버렸기 때문에 전력은 반감되어 있었다. 다른 두 부대도 치안 유지 임무를 맡았던 경갑 부대로 원래부터 큰 전력은 되지 못했다. 삼보앙가에 독립혼성 제54여단, 다바오에 제100사단이 배치되었고, 제30사단은 북쪽의 카가얀데오로에서 중부 일대에 걸쳐 넓게 분산 배치되어 있었다. 섬은 필리핀 게릴라 활동이 매우 활발했고, 넓은 지역에 분산된 일본군의 제대로 된 연락을 유지하지 못했으며, 결과적으로 각개 격파를 당하게 되었다. 이밖에 제32특근부대와 육군 제2비행사단이 있었지만, 함정과 항공기는 대부분 손실되어 있었다. 제32 특근군단 예하의 제33 경비대에 삼보앙가를 지키게 했고, 그 외에 공병대 등을 개편한 해병대 4개 대대를 다바오 부근에 배치하여 지상전에 대비했다.\n\n넓은 민다나오 섬의 방위에 관하여 일본군은 지휘계통이 확립되지 못했다. 본래는 제35군 사령부가 총괄해야 했었지만, 제35군 사령부는 레이테 섬에서 이동을 할 수 없는 사정에 빠져 있었다. 민다나오 섬에 미군이 상륙한 후 3월 24일에야 세부에 도착했고, 카누에 나눠타고 네그로스 섬을 통해 민다나오 해 횡단을 시도했지만 연합군의 항공기와 무장 주정의 공격을 받아 4월 19일 군사령관 스즈키 중장은 전사했다. 군 참모장인 토모치카 미하루 소장만 민다나오 섬에 합류할 수 있었다. 토모치카 소장은 섬을 장악하기 위해 노력했지만 성공하지 못했다.\n\n또한 육군 항공 부대는 지상의 제35군과는 다른 계통에서 항공 부대만을 지휘하고 있었다. 네그로스 섬 북부에서 전진해 온 제2비행사단장 테라다 즈미이치 중장의 지휘 하에 민다나오 섬에는 약 8,000명의 인원과 전투기 1대를 가지고 있었다. 5월 14일에 제2비행사단 사령부가 97식 중폭격기에 수용된 17일 사단이 해체될 때까지 이 복잡한 지휘 계통이 남았다.\n\n결국 제30사단 사령부와 제100사단 사령부가 각 담당 지역 내에 있는 항공대와 해군 부대를 함께 지휘하게 되었지만, 섬 전체에 통일적인 작전을 펼칠 수 없는 결과를 가져왔다. 이것은 일본인 민간인의 보호에 대해서도 충분한 조치를 할 수 없는 결과를 초래했다. 당시 민다나오 섬에는 많은 일본인 민간인이 거주하고 있었다. 그 중 다수가 다바오에 살고 있었으며, 민다나오 전투가 시작된 시점에도 적어도 5000명 이상이 있었다.",민다나오 섬의 어느 부대가 보안 유지를 담당했나요?,mrc-0-005130,"{'answer_start': [156], 'text': ['제100사단']}",41197,3338
952,게임 소설,"대한민국 게임소설의 시작을 알린 것은 PC통신상에서 연재되다 1999년 경에 출간된 김민영 의 스릴러 소설 《옥스타칼니스의 아이들(1999)》이다.\n하지만 당대에 그리 크지 않았던 게임에 대한 관심, 작품의 흥행실패등으로 인하여 게임소설계의 시작의 의미 외에 크나큰 영향을 주지 못하였다\n\n그렇기에, 게임 소설의 본격적인 시작은 pc통신 이래로 다가온 인터넷의 발달아래의 온라인게임의 발달로 여겨진다. pc통신의 시대 이후 다가온 온라인게임의 발달은 10대와 20대가 게임소설에 좀 더 익숙하고 수월하게 접촉할 수 있는 환경이 구성되는데 영향을 끼쳤고, 연고로 게임소설장르가 이전보다 활발히 퍼져나가는데 기여한다.\n무엇보다 게임소설의 기반은 게임이기에, 게임 캐릭터의 시점에서 서술하는 일은 온라인 게임을 즐기는 사람들에겐 더없이 익숙한 설정이고, 실제 소설을 읽으면서도 게임과 비슷한 진행방식을 보이기에 거부감이 많이 들지 않는다는점, 실제 게임에서 행하지 못했던 일을 행한다는데에서 대리만족을 느낀다는 점이 영향을 끼친다.",한국 게임 소설의 출발점은 무엇일까?,mrc-0-003427,"{'answer_start': [60], 'text': ['《옥스타칼니스의 아이들(1999)》']}",27928,2250
953,북한이탈주민,"병사 중 일부는 휴전선을 직접 통해 탈북하는 경우도 있지만 위병이나 엄중한 경계 태세, 고압 전선, 지뢰 등으로 도중에 목숨을 잃는 경우가 많아서 주요 경로는 아니다. 어선을 이용한 집단 망명도 한국 전쟁 직후에 빈번했다가 자취를 감추었지만 1990년대 중반에 증가했다.\n\n많은 수의 탈북자들은 국경을 넘어 중화인민공화국 연변 조선족 자치주로 탈출하는 방법을 쓴다. 중국과 북한의 국경에는 국경 경비대 소속 군인들이 있지만, 뇌물 등을 건네주고 경비병의 눈을 속여서 탈출하는 사람이 많다. 대체로 두만강을 건너서 연변 조선족 자치주로 숨어서 들어간다. 그러나 중국은 북한 정부와의 관계를 중시하여 탈북자를 난민으로 인정하지 않고 발견하는 대로 불법 입국자로서 투먼과 훈춘에서 북한으로 돌려보내는 협정을 실시하고 있어 탈북자는 중국 내에서는 숨어서 지낸다. 적발시에는 북한으로 돌려보내지며, 초범은 노동이나 사상 개조, 재범은 사형되는 경우도 있다. 중국 잠입에 성공한 사람의 일부는 대한민국의 지원을 받거나, 각국 대사관이나 외국인 학교로 도망쳐서 도움을 요청한다. 그 후 대부분이 남한으로 망명한다. 일부 탈북자들은 당성을 인정받아 구 공산주의국가인 일부 동유럽 국가들로 유학을 하고 있는 도중 탈북을 하는 경우도 있다.\n\n함경북도 무산군 남산로동자구는 두만강을 도강하여 중국으로 탈북하기 가장 쉬운 곳으로 알려져있다. 국가안전보위부가 초음파 탐지기를 실은 트럭을 운용하여 중국 등 외부와의 전화 교신을 탐지하는 등 이 지역을 집중 감시하고 있지만, 2011년에는 주민 36세대가 한꺼번에 탈북하는 일도 있었다. \n\n예전에 몽골이 민주주의 체제로 변경된 뒤 이 경로로 탈북하는 탈북자가 가장 많았다. 그러나 몽골의 사막을 걷는데 얼마나 걷게 될지 모른데다가 최근에는 국경 부근에서 중화민국 측의 적발이 엄격해지고 있어서 요즘은 아주 간혹 사용하고 있는 경로이다. 중국에서 오래 숨어있지 않고 통과만 한 뒤 동남아시아 국가들을 경유해 제 3국으로 망명하는 사람이 증가하고 있다. 그러나 몇몇 동남아 국가도 탈북자를 받지 않으며 베트남의 경우 2004년 북한의 항의를 받은 뒤 루트가 막힌 상태다. 라오스를 통한 탈북의 경우 그동안 한국에 협조였으나 2013년 라오스 탈북청소년 북송 사건이 일어나 막히는 것으로 추측되고 있다. 그러나 사건이 있은 이후에도 많은 탈북자가 라오스 탈북을 쓰고 있으므로 루트가 막힐 가능성은 많지 않은 것으로 보인다. 간혹 미얀마, 인도 또는 구 소비에트 연방 구성국가인 카자흐스탄, 러시아 등으로 오는 경우도 있으나 극히 드물다.\n\n대한민국으로 망명하는 탈북자는 해마다 급증하고 있지만, 중국이나 동남아시아 등지에서 숨어서 지내고 있는 탈북자도 수십만 명에 이를 것으로 추측된다.\n\n대한민국, 일본 등을 비롯한 국가들에는 탈북자를 지원하는 단체가 여럿 있다. 이 중에는 두리하나 선교회, 모퉁이돌 선교회와 같은 기독교 선교 단체도 있으며, 일본에서는 RENK 등의 단체가 대표적이다. 이들 단체는 탈북자와 접촉하고 대사관이나 외국인 학교로 뛰어들기를 준비하는 한편, 탈북자 지원의 중요성을 알리기 위해 그 모습을 텔레비전 카메라로 촬영하고 한국이나 해외 미디어에 제공하는 경우가 많다. 선교 단체의 경우 탈북자들을 전도한 뒤 다시 북조선으로 돌아가서 전도 활동을 하도록 돕기도 한다. 중국의 공안 당국은 이런 활동을 경계하고 중국내에서 활동하는 지원 단체를 적발하고 있다.\n\n2010년 10월 20일까지 일본에 정착한 탈북자는 100명 이상이다. 통일부는 2010년 11월 15일에 북한이탈주민은 2만명 이상이라고 밝혀 북한이탈주민의 사회적 지위를 고찰하였다. \n\n2010년 12월에 위키리크스가 공개한 기밀문서를 통해 해외에 파견한 조선민주주의인민공화국의 외교관들도 대한민국에 망명하였다. \n탈북한 외교관의 예는 대표적으로 태영호 전 영국 대사로 잘 알려져 있다.\n\n이스라엘로 망명하는 경우도 있다.",탈북자들이 라오스를 통과하지 못한 이유는 무엇으로 추정될 수 있을까?,mrc-0-004019,"{'answer_start': [1103], 'text': ['라오스 탈북청소년 북송 사건']}",7606,2634
954,간토대진재,"위에서 설명한 데로 대진재로 벽돌건물이 대부분 붕괴되었다. 또한 철근 콘크리트 건물도 대지진이 일어나기 수 년 전부터 건축되기 시작했지만 건설중이던 내외빌딩이 붕괴한 것을 비롯해 일본공업클럽과 마루노우치 빌딩도 지진으로 반파되는 등 피해가 컸다. 이 가운데 나이토 다추가 설계하여 지진 3개월 전 완공된 일본흥업은행 본점은 손상을 입지 않은 상태로 버텨 내진 설계에 대한 관심이 높아졌다.\n\n이미 1919년 시가지건축물법이 공표되어 1920년부터 시행되고 있었으나 1924년에 개정되어 일본에서 처음으로 법적 내진설계기준이 자리잡혔다. 이 법은 나중의 건축기준법의 기초가 되었다. 1925년에는 내진내화건축의 선봉 기업이 된 윌리엄 메렐 보리스 건축사무소가 설계한 슈후노토모샤 본사 건물(현 오차노미즈 스퀘어)가 준공되었고 이 밖에도 일본 최초의 서양식 아파트인 오차노미즈 문화 아파트도 건설되었다. \n\n한편 지진 재해에서 화재로 인한 사망자가 많았기 때문에 타기 쉬운 목조건물이 밀집한 좁은 골목길을이 복잡하게 얽힌 거리를 구획정리하고 타기 어려운 건물을 곳곳에 배치해 넓은 도로나 공원으로 연소를 막는 도시의 '불연화'를 만들었다. 이는 나이토 다추와 대립하고 있던 사노 도시키 등이 주장한 것으로 후에 고토 신페이가 제도부흥계획으로 구체화시켰다.\n\n철도성에서도 지진 재해로 많은 목조 객차가 불탄 것을 교훈으로 보다 안전한 철제 객차로 바꾸기 시작한다. 1926년 9월 일어난 산요 본선 특급열차 탈선 사고에서 목조 객차가 탈선, 파괴되어 다수의 사망자가 나와 전차와 객차 모두 1927년 이후 발주한 신차부터는 철제 차체로 전면 전환하였다.",왜 고토 신페이가 시스템 부활 계획을 세웠나요?,mrc-0-003575,"{'answer_start': [465], 'text': ['화재']}",58582,2344
955,김준연,"그는 당초의 임시정부 지지를 철회하고 1946년 이후부터는 임시정부 세력을 건국 방해 세력으로 규정했다.\n\n김준연은 김구를 정점으로 하는 남북협상파와 김규식을 정점으로 하는 좌우합작파를 모두 공산주의 노선과 비슷할 뿐 아니라 정부 수립에 크나큰 방해인물들로 단정했다 그래서 (남북협상 당시) 공산당이 김구에게 정치자금을 조달한다는 설이 있자 곧 《동아일보》 지상을 통해 다음과 같은 규탄성명을 발표하기에 이르렀다\n\n\n\n며칠 후 한민당도 당의 이름으로 같은 내용의 성명서를 발표하여 김구와 김규식을 신랄히 비난했다. 너무나 신랄하고 공격적인 이 성명은 곧 한국 정계에 커다란 파문을 일으켰다. 김준연과 한민당의 성명을 보고 누구보다도 치를 떤 것은 한독당의 김학규(金學奎)였다\n\n각주 선생님, 이걸 좀 보십시오. 한민당의 김준연이란 자가 우리를 아주 공산당으로 몰아세웠습니다. 세상에 이런 죽일 놈이 있습니까\n\n김학규에게서 신문을 받아든 김구는 돋보기로 김준연의 성명을 읽었다.\n\n음 내 머지않아 이런 성명이 나올 줄 알았지. 나보다 김규식 박사가 더 안됐군\n\n극도로 흥분한 김학규를 진정시키는 김구의 눈에도 분노와 울분 서려 있었다. 조용히 눈을 감고 앉아 있던 김구는 책상 위에 놓인 붓을 들었다. '小人閑居爲不善'-김구는 말없이 이런 글귀를 써내려갔다. \n\n김구, 김규식을 위시한 남북협상파를 정면으로 공격한 김준연과 한민당의 폭탄 성명은 독촉 등 정부수립파의 절대적인 지지를 받았다\n\n자신들을 공산당으로 몰고 간 일로 김준연과 한민당을 극도로 증오하게 된 김학규는 나중에 김준연과 윤보선이 박정희에게 사상 검증 공세를 할 때 박정희를 공개적으로 지지하게 된다.",어느 언론이 공산당의 김구 선생 정치자금 지원설에 대해 규탄 성명을 실었는가?,mrc-1-001240,"{'answer_start': [195], 'text': ['《동아일보》']}",7445,810
956,윈필드 스콧 핸콕,"핸콕의 가장 유명한 복무는 1863년 7월 1일부터 7월 3일까지 게티즈버그 전투에서 새로운 군단의 사령관으로서였다. 그의 친구 존 F. 레이놀즈 소장이 7월 1일 전사했을 때 포토맥 군의 새로운 사령관 조지 미드 소장 전장에 부대를 지휘하기 위해 앞서 상황을 평가하였다. 그러므로 핸콕은 육군의 제1·2·3·11 군단으로 이루어진 ""좌익""의 일시적 사령부에 있었다. 이 일은 핸콕이 당시 게티즈버그에서 가장 상급 북군 사령관이 아니었기 때문에 그에 미드의 자신감을 보였다. 핸콕과 더 많은 상급 제11군단 사령관 올리버 O. 하워드 소장은 잠시 이 명령 배열에 관하여 주장하였으나 핸콕은 이겼고 그는 상급의 남군이 제1과 제11군단들을 타운을 통하여 다시 몰아내면서 세머터리힐에 북군의 방어들을 결성하였다. 그는 군대를 철수시키는 데 미드로부터 권위를 가져 게티즈버그에서 서서 싸우는 데 결정을 위하여 책임이 있었다. 미드는 밤중 후에 도착하였고, 전체 명령이 그에게 돌아갔다.\n\n7월 2일 남군의 장군 로버트 E. 리가 선의 양끝에 공격을 발포했던 동안 핸콕의 제2군단은 북군의 선의 중앙에 거칠게 세머터리힐에 위치하였다. 북군의 좌익에 제임스 롱스트리트 중장의 공격이 제3군단을 박살내었고, 휘트필드 전투에서 북군을 강화하는 데 존 C. 콜드웰 준장 아래 자신의 제1사단을 보냈다. A. P. 힐스 중장의 군단들이 북군의 중앙을 향한 공격을 지속하면서 핸콕은 방어를 모으고 자신의 부대를 중요한 지점으로 돌진시켰다. 하나의 유명한 사건에서 그는 전진하여 그 여단의 크기 4배로 남군 여단을 공격하는 데 명령을 내려 미네소타 제1 연대를 바쳐 87 퍼센트의 사상자를 입는 원인을 일으켰다. 연대에 비용이 들었던 동안 이 영웅적 희생은 방어선을 결성하는 데 시간을 가져왔고 북군을 위한 하루를 아꼈다.\n\n7월 3일 핸콕은 세머터리리지에 자신의 직위를 지속하여 피켓의 돌격의 정면을 지르었다. 보병 공격을 앞선 대량의 남군 포병대의 폭격이 있던 동안 핸콕은 자신의 군대를 검토하고 격려에 말을 타고 눈에 띄었다. 그의 부하들 중 한명이 ""장군, 군단 사령관은 그 방향에 그의 목숨을 걸지 않기 위해 해야 합니다.""라고 항의했을 때 핸콕은 ""군단 사령관의 일생이 의지하지 않을 때 시간들이 있다.""고 응답하였다. 보병 공격이 있던 동안 조지 피켓 소장의 사단에서 여단을 이끈 그의 옛 친구 루이스 M. 아미스티드 준장은 상처를 입고 이틀 후에 사망하였다. 핸콕은 나무 조각과 큰 구부러진 못과 더불어 자신의 안장을 쳐 오른쪽 허벅지 내부로 들어간 총알에 의한 심각한 부상으로 자신이 상처를 입었기 때분에 자신의 친구와 만날 수 없었다. 측근들에 의하여 자신의 말로부터 도움을 받고, 피를 굳히는 데 지혈대가 적용된 상태에서 그는 직접 안장 못을 빼내었고, 출처를 착각하여 ""그것들은 자신들이 그런 발포를 던질 때 탄약을 위하여 열심히 해야한다""고 비틀거렸다. 아미스티드의 치명상의 소식은 그의 부하 헨리 H. 빙엄 대위에 의하여 핸콕에게 전달되었다. 이 통증에 불구하고, 핸콕은 전투가 해결되었을 때까지 뒤로 대피를 거부하였다. 후에 핸콕은 ""... 그 거대하고 결정적 승리에 그의 용감하고 공로하며 눈에 띄는 몫""으로 미국 의회의 감사함을 받았다.",누가 핸콕에게 조지 피켓의 여단을 이끌었던 장교의 소식을 전했나요?,mrc-0-004161,"{'answer_start': [1458], 'text': ['헨리 H. 빙엄']}",21240,2723
957,알렉산드리아 그리스 정교회,"사하라 남부 아프리카에서 기독교가 성장한 것은 로마 가톨릭교회와 개신교, 특히 20세기 서구 토착교회 분파 신봉자들의 선교 활동이 낳은 결과였다. 하지만 이들 서구 기독교들은 서구 문화와 밀접한 관계로 맺어져 있었다. 정교회는 미국과 오스트레일리아와 마찬가지로 아프리카 벽지에 사는 그리스어를 쓰는 이민자들에 의해 전파되었다. 이들은 여전히 그리스와 같은 문화를 공유하고 있었고, 이집트에 있는 정교회 총대주교와 일치해 있었다.\n\n아프리카 토착교회들은 다양한 형태의 정교회에 관심을 갖기는 했지만, 거리상 이유로 아프리카 일부에 있는 역사적인 정교회와 접촉하는데 애로사항이 있었다. 1920년대에 그들 중 일부가 미국의 소위 (교회법상 동방 정교회의 공동체에 속하지 않은) 아프리카 정교회와 남아프리카 공화국의 다니엘 윌리엄 알렉산더, 우간다의 루벤 스파르타스 무카사와 접촉했다.\n\n1930년대에 다니엘 윌리엄 알렉산더는 우간다와 케냐를 찾았다. 하지만 스파르타스는 탕가니카의 수도 사제 니코데모스 사리카스와 접촉해 그를 통해 알렉산드리아 그리스 정교회 총대주교와 접촉했다. 1946년 케냐와 우간다의 아프리카 정교회 공동체는 알렉산드리아 그리스 정교회 총대주교청과 일치하였다.\n\n1950년대에 케냐의 우간다 정교회는 마우마우 봉기 동안 영국 식민 정부에 의해 극심한 탄압을 받았다. 성직자 대부분이 강제 수용소에 수용되었고, 성당과 학교는 폐쇄되었다. 겨우 나이로비에 있는 주교좌 성당만 계속 출입할 수 있었다. 망명 생활에서 돌아온 키프로스의 관구장 대주교 마카리오스 3세는 대성당에서 식민주의 정책에 반대하는 강론을 했고, 이는 마카리오스 3세와 케냐의 독립 운동가 조모 케냐타의 우정으로 이어졌다.\n\n1963년에 케냐가 독립하면서 상황은 나아졌고, 키프로스 정교회가 신학교를 지어주고 선교사들을 보내주면서 케냐 정교회를 재건하는데 도움을 주었다.",강제 수용소에 간 성직자들은 어떤 사람들인가요?,mrc-0-002497,"{'answer_start': [619], 'text': ['케냐의 우간다 정교회']}",29613,1634
958,루도비쿠스 3세,"877년 할아버지 카롤루스 2세가 죽고 아버지 루도비쿠스 2세가 왕이 되면서 루도비쿠스 3세와 카를로마누스 2세 형제는 정식 왕자로 공인받았다. 878년 8월 7일 아버지 루도비쿠스 2세는 교황 요한네스 8세를 설득하여 안스가르데와의 이혼을 무효화시키고 두 아들을 적자로 공인받게 했다. 그러나 아버지 루도비쿠스 2세 역시 재위 2년만에 사망했다.\n\n아버지 루도비쿠스 2세는 죽기 전, 왕국의 분열을 염려해 베른하르트 드 오베르뉴와 위그 드 아블, 보소 5세 등에게 아들 루도비쿠스 3세를 유일한 후계자로 지정하고 후일을 부탁하였다. 위드 드 아블은 구엘프 1세의 손자이자 파리 백작이자 아르겐가우후작 콘라트 1세의 아들로 카를 2세의 외사촌 동생이었으며, 프로방스의 보소 5세는 대머리 카를 2세의 후처 리첼다의 친정 남동생이었다.\n\n879년 4월 10일 아버지 루도비쿠스 2세의 사후, 고즐린 수도원장 위그, 베른하르트 드 오베르뉴나 보소 5세 등 몇몇 귀족들은 그가 살아있는 연장자 아들이므로, 루도비쿠스 3세에게 왕위를 한 명에게 주어야 한다고 주장했고, 일각에서는 카를로마누스 2세를 지지했다. 이로 인해 논쟁이 있었지만, 879년 9월 루도비쿠스와 카를로마누스는 공동 왕으로 지정되었다. 루도비쿠스 2세의 사망 소식이 전해지자, 이미 로렌 지역을 확보했던 동프랑크 왕국의 루도비쿠스 3세 청년왕와이 쳐들어왔고, 루도비쿠스 3세와 카를로마누스 2세는 동프랑크의 루도비쿠스 청년왕을 격퇴하였다. 아버지 루도비쿠스 2세가 일찍 사망하면서 귀족들이 그의 두 아들 중 누구를 국왕으로 선출하느냐를 놓고 논쟁을 벌이다가, 서프랑크는 국왕을 선출하는 방법이 정착되었다. 이로서 국왕 및 차기 왕위 계승자는 국왕을 선출하는 귀족, 제후들의 영향을 받게 되었다. 그들의 법적 지위에 논란이있었지만 두사람은 왕국을 공동으로 통치하는 것을 승인받았다.",누가 루도비쿠스와 함께 왕위에 올랐나요?,mrc-0-000381,"{'answer_start': [597], 'text': ['카를로마누스']}",11201,259
959,진나라,"진나라(秦, 기원전 900년경 ~ 기원전 206년)는 중국 최초의 통일 왕조로, 동아시아 최초의 황제국이다. 국성은 영성 조씨(嬴姓趙氏) 또는 영성 진씨(嬴姓秦氏)다. 본래 춘추전국시대의 국가 중 하나였던 진나라는 기원전 4세기 쯤 전국 시대 때 상앙이 행한 법가에 따른 개혁에 의해 급속도로 강성해졌고, 기원전 221년에 진 시황제에 의해 전국 시대를 통일하면서 중국 역사상 최초의 통일 국가가 되었다. 진나라의 지배기간 동안, 중국에서는 무역이 증가하였고 농업이 발전되었으며 치안이 강화되었다. 또한 토지 지주제를 폐지하여 중앙정부가 국민들을 직접 통치할 수 있었다. 진시황은 만리장성, 아방궁, 진시황릉, 병마용갱과 같은 대규모의 토목공사들을 벌였으며, 화폐, 도량형 등을 통일하며 중국을 단일한 문화권으로 묶는데 큰 기여를 하였다. 군사력 역시 발전하여, 전술이나 무기, 운송체계 등이 발전하게 되었다. 다만 황제의 입맛에 맞지 않는 학문들을 탄압하였으며, 정부에 반항하는 학자들을 압살하며 분서갱유와 같은 학문적 탄압도 벌였다.\n\n진나라는 강성했지만, 통일 이후 오래가지 못했다. 기원전 210년, 진시황이 사망한 뒤 그의 아들 호해가 황제의 자리에 올랐고, 환관 조고와 같은 탐관오리들은 호해를 이용해 권력을 휘두르려 했다. 이들은 부정부패를 저지르며 국정을 어지럽혔으며, 전국 곳곳에서는 이들에 불만을 품고 반란이 일어났다. 결국 진나라는 마지막 황제인 자영이 초패왕 항우에게 항복하며 멸망하였으며, 진나라의 뒤는 유방이 세운 한나라가 이었다. 진나라는 중국을 15년이라는 극히 짧은 기간 동안 통치하였으나, 통일 왕조의 기반을 놓고 황제 체제를 확립하였다는 점에서 중국 역사 전반에 크나큰 영향을 미쳤다. 또한 중국의 유럽식 이름인 'China' 역시 진나라에서 유래된 것으로 보인다.",진나라에서 부패를 저지른 사람들은 누구의 권력을 탐냈을까?,mrc-0-001527,"{'answer_start': [587], 'text': ['황제']}",5848,999
960,리싸 해전 (1866년),"리싸 해전 은 1866년 7월 20일 아드리아해 달마티아 제도의 비스섬 근해에서 오스트리아 제국과 이탈리아 왕국 간에 벌어진 전투이다. 총톤수, 함정 숫자, 함포 개수등 모든 면에서의 열세를 극복하고 오스트리아 해군이 이탈리아 해군에게 승리한 전투였다. 인류 해전사에서 장갑함 사이에 치뤄진 최초의 전투였고 충각전술 이 효과를 발휘한 마지막 해전이기도 했다.\n\n이탈리아 해군이 대략 1450발의 포탄을 전투에서 사용했지만 두 척을 제외한 나머지 오스트리아 함정들에게는 별다른 치명상을 입히지 못했다. 이탈리아 해군은 권력 갈등으로 부사령관이자 별동 함대 지휘관 알비니(Alvini)가 전투 해역에 나타나지 않았던 데다가, 오스트리아 군이 치밀한 전술 계획에 따라 소규모 공방전을 거듭 유도한 끝에 본 전투에서 남은 장갑함의 숫자는 7척의 오스트리아에 대해 이탈리아는 단 4척 뿐이었다. 오스트리아 제독 테겟호프(Tegetthoff)는 모든 면에서 우월했던 적을 맞아 각개격파 전술로 각기 고립된 적들을 격파해 나갔다.",왜 알비니는 전장에 나타나지 않았지?,mrc-0-000353,"{'answer_start': [291], 'text': ['권력 갈등']}",36511,239
961,압하지야의 역사,"선사 시대 조지아\n전기 구석기 시대 수렵-채집 야영지는 현재 압하지아의 영토의 첫 번째로 알려진 정착지이다. 최초의 본보기들은 라슈크트바, 구미스타, 켈라수리와 오참치레의 유적지들에서 발굴되고 있다. 후기 구석기 시대 문화는 해안선에 주로 정착됐다. 중석기 시대와 신석기 시대에는 대규모의 오래 지속되는 정착을 가져왔고, 농경, 목축과 토기 제작으로 표시된다. 거석 문화의 최초의 인공물은 기원전 제3천년기 초반에 나타났고, 거대한 4덩이의 굄돌과 1덩이의 덮개돌의 전형적인 구조로 된, 몇몇 돌덩이들의 무게가 50톤에 육박하는, 압하지야의 이른바 돌멘이라고 불리는 고인돌은 청동기 시대에도 계속되었다. 에셰라 고고학 유적지의 돌멘은 그 고인돌 형식의 선사시대 기념석에 대한 최고의 연구 자료이다. 후기 청동기 시대는 더 향상된 청동기의 발전을 보여주며, 콜키스 문화(BCE 1200~600년경)의 일부분으로 철기 시대로도 계속되었고, 그 시대의 대부분의 유적지들은 오늘날 서부 조지아와 남동부 아나톨리아의 일부 지역에서 발견되고 있다.",고인돌의 다른 이름은?,mrc-0-002995,"{'answer_start': [298], 'text': ['압하지야의 이른바 돌멘']}",26142,1975
962,알렉산드르 표도로비치 케렌스키,"러시아 2월 혁명\n아직 전선에서는 독일군과 치열한 혈투를 벌이던 1917년 3월 15일, 이른바 2월 혁명 니콜라이 2세가 퇴위했다. 혁명 직후 사회주의혁명당으로 복귀해 상트페테르부르크 소비에트 부의장을 맡으며 새 러시아의 권력 중심부로 들어갔다. 혁명의 결과로 러시아에 공화정 형태의 임시정부가 수립되자 법무부 장관, 국방부 장관을 거쳐 7월에는 총리가 되었다.\n\n정치 활동 초기부터 온건 사회주의자로 일관한 그는 법무부 장관이 되자마자 사형제를 폐지하고 언론 자유를 확대하고 보통선거제 도입을 꾀하는 등 민주주의 개혁에 박차를 가했다. 러시아의 전 역사를 통해 사형제가 없었던 시절은 그가 정부에 머물러 있던 7개월 남짓뿐이었다. 그러나 전선에서는 계속 사형제가 유지되었다.\n\n그러나 전쟁에 지친 군인들과 일반 민중의 뜻을 거스르며 독일과의 강화에 반대했다. 러시아력으로 4월 18일에 임시정부 외무장관 밀류코프가 혁명으로 러시아가 전선에서 이탈할 것을 우려하는 서방연합국에게 전쟁 지속을 밝힌 바 있는데, 케렌스키도 이 입장을 지지했다. 실제로 7월에는 오스트리아-헝가리 육군을 공격하라는 명령을 내리기도 했다. 점차 케렌스키가 주도하는 공화정에 대해 좌우 양측으로부터 위기가 닥쳐왔다.\n\n먼저 9월에는 라브르 코르닐로프 장군이 우익독재 수립을 위한 쿠테타를 일으켰다. 전선의 군부대를 동원, 모스크바로 진격했지만, 정쟁을 중단한 볼셰비키와 멘셰비키가 진압하는 데 성공했다. 그러나, 케렌스키는 이 음모에 연루되었다는 비난을 면치 못했다.\n\n이 무렵 레온 트로츠키가 볼세비키에 가담했다. 이미 독일의 지원으로 망명지 스위스에서 핀란드를 거쳐 러시아로 돌아온 블라디미르 레닌이 지도하는 볼세비키는 정국의 주도권을 잡아가고 있었고, 트로츠키의 가담으로 군사 부문도 강화되었다. 트로츠키의 지도로 탄생한 적위대가 훗날 붉은 군대의 전신이 되는 적위대이다. 전쟁을 지속하려던 케렌스키가 제정 러시아처럼 배고픔 문제를 해결하지 못하자 볼세비키는 ""평화와 빵을""이라는 구호로 점점 세력을 넓혀나갔다(독일이 레닌을 이때 러시아로 보낸 것은 케렌스키의 정책이 환영받지 못할 것이라는 분석 하에 러시아를 전선에서 이탈시키기 위한 것이었다. 덕분에 1920년대 독일과 소련은 상당히 사이가 좋았다).",러시아에 공화국형 임시정부가 수립된 사례는 무엇이었나요?,mrc-0-001984,"{'answer_start': [0], 'text': ['러시아 2월 혁명']}",7560,1309
