,question,id,Q_tag
275,네덜란드어를 몰랐으나 타펠 아나토미아의 해부도 번역에 참여한 것은 누구인가?,mrc-0-003961,[WHO]
276,금기시된 소재를 다룬 소설이 출간된 해는?,mrc-0-001030,[WHEN]
277,하이네스에게 화염의 힘을 받은 인물은 누구인가요?,mrc-1-001600,[WHO]
278,선생님에게 창씨개명을 하지 않겠다고 한 사람은?,mrc-1-001721,[WHO]
279,교황의 자리에 오른 후 보니파시오 3세가 바꾼 것은 몇 개인가?,mrc-1-000727,[HOW]
280,주권재민의 원칙은 어디에 명시되어 있는가?,mrc-0-004738,[WHERE]
281,제임스 와트와 같은 역사적인 발명가를 배출한 곳은 어디인가요?,mrc-1-001584,[WHERE]
282,사이트에 올라오는 콘텐츠를 검열하는 주체는 누구인가?,mrc-1-000387,[WHO]
283,교전 당사자에 대한 전쟁 범죄 심판시 판단 기준이 되는 법은?,mrc-1-001370,[WHAT]
284,A지구 아랫부분에서 민무늬토기와 더불어 어떤 유물이 발굴되었나?,mrc-1-000621,[WHAT]
285,시켈리아 원정을 기획한 국가는?,mrc-0-001557,[WHERE]
286,마지막까지 동래권번에 드나든 동래한량꾼은?,mrc-0-000850,[WHO]
287,표준어 보급으로 오키나와현에서 고사될 위기에 있는 언어는?,mrc-0-001149,[WHAT]
288,도스토옙스키를 연구할 때 큰 도움이 됐던 책은?,mrc-0-000288,[WHAT]
289,인도의 아육왕 계통의 불상의 의복 형식과 유사한 자료를 소장하고 있는 곳은?,mrc-1-001690,[WHERE]
290,21대 총선을 겨냥하여 사법개혁을 이끌어갈 수 있다는 것에 뒷받침된 명목은?,mrc-1-001603,[WHAT]
291,카를이 교황으로부터 신성 로마 제국 황제관을 부여받은 장소는?,mrc-0-004363,[WHERE]
292,둠 3: 악마의 부활에서는 최대 몇 명까지 동시에 즐길 수 있나요?,mrc-0-000177,[HOW]
293,클라우드 컴퓨팅으로 작동하는 시스템은 무엇을 통해 어플리케이션에 들어갈 수 있나요?,mrc-0-002514,[WHAT]
294,티칼왕조의 창건자는 몇 번 무덤에 묻혔다고 알려져있나?,mrc-0-001487,[WHAT]
295,낮에는 어떤 바람이 부는가?,mrc-0-001961,[WHAT]
296,보닌의 흉터는 어디서 만들어졌을거라 추측되는가?,mrc-0-001938,[WHERE]
297,유럽에서 두 번째로 큰 국가에는 몇 개의 국립공원이 존재하는가?,mrc-1-001692,[HOW]
298,윤치호의 아내는 누구의 부인을 방문했나?,mrc-0-003356,[WHO]
299,17도선이 '잠정적인 군사분계선'으로 규정된 연도는?,mrc-0-000574,[WHEN]
300,루이가 사망하게 될 원인은 무엇인가?,mrc-0-004196,[WHY]
301,기독교와 메시아에 대한 생각이 다른 사람들은?,mrc-1-001541,[WHO]
302,종교 개혁 전 영국에서 인기를 끌었던 헌신은?,mrc-1-000550,[WHAT]
303,107고지를 처음 함락시킨 부대는?,mrc-1-000769,[WHERE]
304,결론에 표시하지 않는 개념은?,mrc-0-003442,[WHAT]
305,코드 서명이 보증하는 대상은?,mrc-0-000114,[WHO]
306,위트레흐트 육군 군의학교가 폐교된 해는 언제인가요?,mrc-0-002868,[WHEN]
307,타누당(TANU)를 설립한 인물이 태어난 해는?,mrc-0-002997,[WHEN]
308,퀵실버(영화)에서 집시를 고가도로에서 추락시킨 사람을 연기한 배우는?,mrc-0-002848,[WHO]
309,고구려와 당나라 사이에 4대 전투 중 유일하게 다른 해에 일어난 전투는?,mrc-1-000889,[WHAT]
310,도쇼구 역의 승강장은 몇 층에 있는가?,mrc-1-000267,[WHAT]
311,navigation'이 올라온 사이트는?,mrc-0-002654,[WHAT]
312,1661년 건축 시 제팅기법의 지나친 사용을 제재한 사람은?,mrc-0-001363,[WHO]
313,코페르니쿠스 유해의 진위여부를 밝힌 사람은?,mrc-0-002282,[WHO]
314,오가키로 향하는 아보시 발 도카이도 본선 기차를 운영하는 때는?,mrc-1-001592,[WHEN]
315,해안포를 정착해 해안을 방어하기 위해 건설한 것은?,mrc-1-000013,[WHAT]
316,네덜란드의 모든 이들이 오라녜나사우 훈장을 받을 수 있게 된 건 몇 년인가?,mrc-0-003170,[WHEN]
317,스위스가 월드컵에서 이긴 나라는?,mrc-0-002758,[WHERE]
318,출혈성 천연두 초기와 말기 환자 모두에게 증가하는 물질은?,mrc-1-001310,[WHAT]
319,도룡뇽이 수분 증발을 예방하고 몸이 마르지 않도록 내뿜는 것은?,mrc-1-001545,[WHAT]
320,경상좌도 수군절도사영이 관리했던 곳은?,mrc-1-001727,[WHERE]
321,공원으로 변화되는 곳은?,mrc-0-004755,[WHERE]
322,신돈의 어미니는 어느 곳에 소속된 노비인가?,mrc-1-001035,[WHAT]
323,사건 몇 개를 풀 때 마다 아키이시가 아이템을 주나?,mrc-0-000687,[HOW]
324,함세환은 어느 군대에 스스로 입대하여 전투에 참여했나요?,mrc-0-003514,[WHERE]
325,일제의 남한 대토벌 작전은 어느 지역에 대한 압박이었나요?,mrc-0-004484,[WHERE]
326,대원씨아이가 어떤 회사와 계약하여 한국에서 뉴타입을 출간할 수 있었나?,mrc-0-004310,[WHAT]
327,장하준 교수의 한국경제에 대한 생각에 대해 반론한 김상조 교수의 저서는?,mrc-0-002525,[WHAT]
328,베르니이헝 조약이 체결된 해는 언제인가?,mrc-0-004855,[WHEN]
329,자신의 사리사욕만 채우며 무능했던 진나라의 황제는?,mrc-0-001847,[WHO]
330,보스턴 차 사건이 발발한 년도는?,mrc-0-003215,[WHEN]
331,시에나의 신비주의에 대비되는 피렌체 미술계의 성향은?,mrc-0-000328,[WHAT]
332,목포근대역사관 본관의 건축 양식은?,mrc-0-002947,[WHO]
333,Yoo Doo Right이 수록된 앨범명은?,mrc-0-001757,[WHAT]
334,고스자쿠 천황이 사망한 연도는?,mrc-0-001778,[WHEN]
335,조비에게 정의를 살려달라고 부탁했다가 사망한 인물은?,mrc-0-002720,[WHO]
336,황금방울새 그림을 유리창의 일부였을거라 추측한 인물은?,mrc-0-003413,[WHO]
337,외국인 근로자 고용 등에 대한 법률'의 목적은?,mrc-0-004594,[WHAT]
338,17세기 피쿼트로부터 독립하여 모하칸족을 만든 사람은?,mrc-0-001133,[WHO]
339,해동검도의 예도 검법 중에 나한일과 김정호가 직접 만든 검법은?,mrc-1-000320,[WHO]
340,무슈 두 파리를 선발하는 기관은?,mrc-0-003669,[WHAT]
341,헨드릭스가 공화당 행정부를 공격했을 당시 어디서 선거 유세를 하던 중이었나?,mrc-1-001443,[WHERE]
342,1대부터 4대 칼리파를 통틀어 부른 명칭은?,mrc-0-004862,[WHAT]
343,그레이가 수술을 받은 것은 어디를 다쳤기 때문인가?,mrc-1-001549,[WHERE]
344,프랑스군은 마렝고에서 어떤 나라의 군대와 마주하였나?,mrc-0-003821,[WHAT]
345,월드컵에 출전 한 다른 나라에 비해 대한민국 선수들이 강하지 못한 부분은 무엇인가?,mrc-0-002832,[WHAT]
346,크라테로스를 사망에 이르게 한 동물은?,mrc-1-000691,[WHAT]
347,누아다가 오른손이 없는 이유는 누구 때문인가?,mrc-0-001607,[WHO]
348,현대 식물원은 언제 오픈되었는가?,mrc-0-003454,[WHEN]
349,필리프가 왕실에서 쫒겨난 사건의 단초가 된 역사적 사건은?,mrc-0-000206,[WHAT]
350,의존성 주입은 어디에서 쓰이는 기술인가요?,mrc-0-001179,[WHERE]
351,시바사키의 이전 소속 부서는?,mrc-0-003043,[WHAT]
352,높은 기온과 과식으로 인해 유발되는 증상은 무엇인가?,mrc-0-004648,[WHAT]
353,평등과 복지 사회를 이루기 위해 필요한 것이라는 선전 하에 행해지는 것은?,mrc-0-003434,[WHAT]
354,야전의 전투 제한 시간은?,mrc-0-002074,[WHEN]
355,키요미와 자신이 아끼는 2명을 지키기 위해 목숨도 아까워 하지 않은 사람은?,mrc-1-000580,[WHO]
356,카이사르가 브리튼인의 문화와 흡사한 문화를 가지고 있다고 생각한 부족은?,mrc-0-005097,[WHO]
357,《서편 삼층석탑》은 어느 지역의 유형문화재로 지정되어있나요?,mrc-0-001324,[WHERE]
358,셀린 문학의 스타일은 무엇이라 묘사되는가?,mrc-0-002816,[WHAT]
359,공하류는 어디로 분류되는 것으로 추측하고 있는가?,mrc-0-000895,[WHERE]
360,맬컴이 맥더프에게 상실에 슬퍼할 줄 알아야 함을 배우는 장은?,mrc-0-002127,[WHAT]
361,헝가리 요리와 오스트리아 요리가 교류한 시기는?,mrc-0-002436,[WHEN]
362,와그너법령이 통과된 해는?,mrc-0-002265,[WHEN]
363,파프니르의 피를 마시고 배신당할 것을 알게 된 인물은?,mrc-0-003068,[WHO]
364,이보담은 어느 절에서 스님이 되었는가?,mrc-0-001438,[WHAT]
365,헌재 결정에 대해 적극적으로 동의한 당은?,mrc-0-001072,[WHAT]
366,후방에 배치된 돈 후안 호세 나바로의 함대의 배는 몇 척인가?,mrc-0-002927,[WHAT]
367,요원들의 마지막 임무 대상은 누구인가?,mrc-0-000028,[WHO]
368,1998년 5월에 리치먼드와 함께 워싱턴 위저즈로 팀을 옮긴 사람은?,mrc-1-000292,[WHO]
369,이무훈에게 살해당한 인물의 직책은?,mrc-0-001415,[WHO]
370,천왕성에서 계절의 변화가 크지 않은 것은 무엇 때문인가?,mrc-0-000499,[WHY]
371,조흔색은 무엇을 구별하는데 도움을 주나요?,mrc-1-000650,[WHAT]
372,수술대 하부에 꿀샘이 존재하면 꽃밥은 어디를 향해 있는가?,mrc-0-000780,[WHERE]
373,부부 중 1인이 단독으로 혼인취소소송을 제기하고자 하는 경우 누구를 상대로 소를 제기하여야 하는가?,mrc-1-001635,[WHO]
374,군부세력들이 어떤 상황을 빌미로 쿠테타를 일으키려고 했나?,mrc-0-003105,[WHAT]
375,1754년에 철거되었던 시장이 왕실 특허를 재확인받았던 해는?,mrc-0-001689,[WHEN]
376,우치쿠라노 이시메가 작성한 내용이 실린 기록은 무엇인가요?,mrc-0-002170,[WHAT]
377,호적을 '남'에서 '여'로 바꾼 인물은?,mrc-0-000964,[WHO]
378,보디 스타킹에서 봉제되지 않은 부분은?,mrc-0-002414,[WHAT]
379,프랑크 왕족들의 무덤이 있는 곳은?,mrc-0-000668,[WHERE]
380,스페인령 아메리카에서는 누구의 공격에 대응하는 것이 주요한 문제였나?,mrc-0-003544,[WHO]
381,"신문 <파시스트 정권,Il Regime Fascista>의 주된 논조는?",mrc-0-002033,[WHAT]
382,롬멜이 어디에 대응하기 위해 나무 기둥과 통나무를 이용하라고 지시했나?,mrc-1-000189,[WHERE]
383,아우구스트 빌헬름은 어떤 군지휘관이 모이 전투에서 전사하며 타격을 입게 되나?,mrc-0-003180,[WHAT]
384,카쿠와 로브 루치의 현재 신분은?,mrc-1-001214,[WHO]
385,이토 히로부미가 정치적 대립관계인 오쿠마 시게노부에게 준 관직은?,mrc-0-004245,[WHO]
386,홉베마의 스승은 누구인가요?,mrc-1-001689,[WHO]
387,정치 형태를 홍보하려는 목적으로 류경 스마트폰에 내장된 책의 이름은 무엇인가?,mrc-0-002777,[WHAT]
388,중세 아랍 제국에서 여권과 세금 납부 증명서를 겸용한 서류의 이름은 무엇인가?,mrc-1-001394,[WHAT]
389,일본 히로히토 천황이 항복을 선언한 해는?,mrc-1-001716,[WHEN]
390,안채와 사랑채 사이에 있는 장소의 앞면은 몇 칸인가요?,mrc-0-002979,[WHAT]
391,쿠챤과 밀로셰비치의 협의에 대해서 작성한 작가의 출신국가는?,mrc-0-002493,[WHERE]
392,시도 도지사가 시도 소속 소방공무원을 임용할 수 있도록 개정된 법은?,mrc-0-002092,[WHAT]
393,피아노 즉흥 연주 경연대회에서 베토벤의 스폰서는 누구였는가?,mrc-0-002536,[WHO]
394,곰팡이에 대해 무지했던 사람들은 까망베르 껍질에 대해 어떻게 생각했는가?,mrc-0-002219,[HOW]
395,2016시즌 당시 테일러는 누구 대신 주전이 되었나?,mrc-1-001196,[WHO]
396,존 크루거가 유일하게 믿는 사람은?,mrc-0-004690,[WHO]
397,호연재 김씨의 시증조부는?,mrc-0-002045,[WHO]
398,아랍 연합 공화국은 어느 국가를 상대로 전쟁을 벌였는가?,mrc-0-002879,[WHERE]
399,볼세비키에 참가해 볼세비키의 군적 역량을 강화시킨 사람은 누구인가?,mrc-0-003617,[WHO]
400,무관학교를 설립한 인물은?,mrc-0-002618,[WHO]
401,너비아니에 돼지고기를 사용한 시대는?,mrc-0-001614,[WHEN]
402,레르도의 군대가 디아스의 군대에게 대패한 곳은?,mrc-0-004674,[WHERE]
403,박철민이 처음 연기를 시작한 것은 언제인가?,mrc-0-000393,[WHEN]
404,"손턴 와일더 사후, 최고의 명작으로 손꼽히는 작품은 무엇인가?",mrc-0-003645,[WHAT]
405,신립이 스스로 목숨을 끊은 곳은?,mrc-0-001272,[WHERE]
406,학생이 테스트에서 탈락하고 다시 검증을 받는 과정은 언제까지 반복되는가?,mrc-0-000740,[WHEN]
407,단어 '토레혼'의 어근은?,mrc-0-003639,[WHAT]
408,윤치호가 송도고등보통학교의 네 번째 교장을 맡게 된 해는?,mrc-0-003904,[WHEN]
409,투표하기로한 후보 대신 당선되면 시장직을 수행하겠다는 솔터에게 표를 준 단체는?,mrc-0-005094,[WHAT]
410,김옥균이 암살을 피하기 위해 돌아다닌 곳은?,mrc-0-005209,[WHERE]
411,파아 디브루노 함을 끝까지 공격했던 배는 어느 나라 소속인가요?,mrc-0-003716,[WHERE]
412,미시시피 강으로 인해 멕시코 만류가 생겼다는 주장이 힘을 잃은 이유는 멕시코 만류가 무엇으로 알려졌기 때문인가?,mrc-0-004081,[WHY]
413,피아노 협주곡 5번의 첫 공개 초연이 이루어진 해는?,mrc-0-001180,[WHEN]
414,총선에서 듀이를 꺾은 사람은?,mrc-0-001046,[WHO]
415,베단타 학파와 차르바카파는 무엇을 기준으로 나뉘어졌나요?,mrc-0-001863,[WHAT]
416,윤치호는 성주이씨의 묘소를 누구에게 알려주었는가?,mrc-0-003926,[WHO]
417,진관희가 짧은 기자 회견을 가진 해는?,mrc-0-000500,[WHEN]
418,히보코가 용서의 대가로 받은 물건은?,mrc-0-001654,[WHAT]
419,토산물을 착취하는 등과 같은 업무의 명목은?,mrc-0-001123,[WHAT]
420,프리덤 건담의 이름을 지은 사람은?,mrc-1-000056,[WHO]
421,부첼라토가 지니는 전통적인 의미는?,mrc-0-000852,[WHAT]
422,인천상륙장면의 재촬영에 소요된 금액은?,mrc-0-003331,[HOW]
423,좌운검이 도연이 정조의 자손인 것을 아무도 모르게 하기 위해 한 행동은?,mrc-1-001071,[WHAT]
424,통진당을 해산시킨 결정을 인정한다고 직접 말한 인물은?,mrc-0-001192,[WHO]
425,진홍빛 장미가 만들어진 원인을 제공한 자는?,mrc-0-005108,[WHO]
426,콘코바르가 알릴과 메브와의 전투에서 분실한 것은?,mrc-0-004329,[WHAT]
427,가트나는 2020년에 사물 인터넷 기술을 사용하는 사물은 몇 개일거라 예측했나?,mrc-1-001425,[HOW]
428,마가렛의 모친은 어떤 나라의 왕족이었나?,mrc-1-001769,[WHO]
429,카틸리나는 누구 덕분에 간통 혐의에서 벗어날 수 있었나요?,mrc-0-002916,[WHO]
430,파브르는 그의 글을 통해 누구에게 자연과학에 대한 사랑을 전했는가?,mrc-0-000435,[WHO]
431,에이몬 b. 킹을 파견한 사람은?,mrc-1-001269,[WHO]
432,지방총감부 제도를 없애기로 결정한 곳은?,mrc-0-000459,[WHERE]
433,처음으로 염색된 섬유가 발견되었던 장소는?,mrc-1-000713,[WHERE]
434,레이크가 가장 큰 영향을 받았다고 한 작품의 이름은?,mrc-1-000218,[WHO]
435,붉은자이언트날다람쥐 암컷의 일 년 평균 번식 횟수는?,mrc-0-004970,[HOW]
436,레이가 골트 이후에 사용한 가짜 이름은 무엇인가요?,mrc-1-000690,[WHAT]
437,물방울에 급수대의 이물질이 없는 가습기는?,mrc-0-003499,[WHAT]
438,강현의 아들 이름은?,mrc-1-000181,[WHO]
439,유에에게 마력을 넘겨준 사람은?,mrc-0-003996,[WHO]
440,어버이새가 새끼들의 먹이를 보관하는 곳은?,mrc-0-004708,[WHERE]
441,쓰루가 방면의 신쾌속 열차가 특급 선더버드 호의 추월을 위해 대기할 때는 언제인가?,mrc-0-005410,[WHEN]
442,경서교회를 설립한 사람이 태어난 도시는 어디인가?,mrc-0-004579,[WHERE]
443,베언트 푀어슈터 덕분에 얻은 페널티 킥을 누가 하였는가?,mrc-0-001793,[WHO]
444,사장이 부하직원에게 행사할 수 있는 권리는 무엇인가?,mrc-0-000255,[WHAT]
445,19세기 가곡이 성행하는 데 큰 역할을 한 인물은?,mrc-0-001705,[WHO]
446,부부가 딸을 차에 태운 곳은?,mrc-0-001539,[WHERE]
447,국사가 국내 인부 동원의 권한을 얻는 계기가 된 사건이 일어난 곳은?,mrc-1-001624,[WHERE]
448,미종예의 전신은 무엇인가?,mrc-1-000694,[WHAT]
449,고조선의 도읍지와 관련하여 한국 역사학계에서 널리 인정받는 이론은?,mrc-0-001425,[WHAT]
450,분류 작업 중 일정한 시점에 미리 종료함으로써 속도를 올릴 수 있는 것은?,mrc-1-001516,[WHAT]
451,제미니 상을 탄 프로그램의 제작 시기는?,mrc-1-000954,[WHEN]
452,행인의 플로이드가 코피난다는 말에 경찰관은 뭐라고 말했는가?,mrc-0-005166,[WHAT]
453,세종대학교의 기후변화센터는 언제 만들어졌나?,mrc-0-000096,[WHEN]
454,이대우를 중심으로 모인 학생들은 무엇에 항변하기 위해 시위대를 조직했는가?,mrc-0-003596,[WHAT]
455,바이츠만은 어떤 나라를 향해 밸푸어 선언을 했나요?,mrc-0-002651,[WHAT]
456,타코벨을 한국에 세 번째로 도입한 회사는?,mrc-0-001370,[WHAT]
457,기무라의 이론을 기반으로 2명의 학자가 새로운 이론을 발표한 해는?,mrc-0-002766,[WHEN]
458,아만시오가 처음으로 출전한 유럽대항전의 결과는?,mrc-0-000150,[WHAT]
459,다중 계정 사용자의 판별을 불가능하게 하는 것은?,mrc-0-000760,[WHAT]
460,아즈마의 초기 명칭은?,mrc-1-000870,[WHAT]
461,로타르 마이어가 1853년에 병리학을 공부하던 대학교는 어디였는가?,mrc-1-001011,[WHERE]
462,러시아를 견제하기 위해 조선에 군사를 요구한 청나라의 왕은?,mrc-1-000112,[WHO]
463,인간에게 가장 익숙한 크기의 개념은 무엇인가요?,mrc-0-004510,[WHAT]
464,니콜라 요셉이 벨기에에 돌아가도록 결정적인 영향을 준 기사를 내보낸 사람은?,mrc-1-001436,[WHO]
465,발산형 경계와 수렴형경계의 마그마 점성이 다른 이유는?,mrc-0-002482,[WHY]
466,조선박물연구회가 공포하고자 한 것은?,mrc-0-000527,[WHAT]
467,태사 백은 환공의 질문에 왜 남쪽이 부적절하다고 답하였는가?,mrc-0-004840,[WHY]
468,스탈린그라드의 소련군 중 사정이 나았던 부대는?,mrc-0-001931,[WHERE]
469,특정한 글자에 대해서만 모아치기가 가능한 자판은?,mrc-0-004832,[WHAT]
470,이론물리학에 비해 수학적인 부분을 더 강조하는 학문은?,mrc-1-001729,[WHAT]
471,쇼와 천황이 맥아더 옆에 직립부동자세로 찍힌 사진이 일반 신문에 실린 해는?,mrc-0-000866,[WHEN]
472,청구취지는 밝히는 방법은?,mrc-1-000278,[HOW]
473,광배는 부처의 육신에서 나오는 어떠한 것을 하나의 형체로 표현한 것인가?,mrc-0-000723,[WHAT]
474,쇼 자마가 부모에 대한 반발을 계기로 가지게 된 장래희망은?,mrc-0-000942,[WHY]
475,남자친구를 잃은 슬픔에 대해 《Moonlight Shadow》에서 말한 인물은?,mrc-0-004280,[WHO]
476,알레르기를 관리하는 계획에는 어떤 호르몬을 투여하는 것도 포함되는가?,mrc-1-000518,[WHAT]
477,역할을 가장 먼저 구체화 시킨 사람은?,mrc-0-004371,[WHO]
478,윤치호가 '질곡의 인디아' 저자를 만났던 해는?,mrc-1-001582,[WHEN]
479,<구해줘> 바로 이전에 출간된 책은?,mrc-0-002164,[WHAT]
480,보니파시오가 캔터베리 대주교에게 권고 서신을 보낸 적 있다고 말한 사람은?,mrc-0-001076,[WHO]
481,오스트레일리아의 새로운 개혁정책은 주위 어느 나라에 영향을 주었는가?,mrc-0-003962,[WHERE]
482,가와바타가 술 '고도'를 직접 사와서 시음시킨 사람은?,mrc-1-000094,[WHO]
483,미국 국민들이 일본 대지진에 대한 관심을 갖도록 만드는 데 도움을 준 미국의 인물은?,mrc-1-001301,[WHO]
484,신혜왕후가 묻혀있는 지역은?,mrc-0-002763,[WHERE]
485,요안니스 5세의 쿠테타를 지원한 것은 어느 나라인가?,mrc-0-001429,[WHERE]
486,대한민국 보물 제 1540호를 보관하는 장소는 어디인가?,mrc-1-000651,[WHERE]
487,히틀러의 권한을 합법적으로 확대시켜준 국가 기관은?,mrc-0-004649,[WHAT]
488,연구자들이 설계된 실험실을 이용하는 것은 무엇을 위해서인가?,mrc-0-004438,[WHAT]
489,세리자와 박사가 숨기려고 한 것은?,mrc-0-005422,[WHAT]
490,1642년 초 이후로 누구의 군대가 유일하게 방패막으로 쓰였나요?,mrc-0-000845,[WHO]
491,삼탄당 인산 이성질화효소 결핍증은 주로 어떤 물질의 돌연변이로 일어나나요?,mrc-0-002188,[WHAT]
492,투자 초기 비용보다 매출액이 적더라도 흑자로 판단할 수 있는 기준은?,mrc-0-003648,[WHAT]
493,첫 해의 기대보다 65% 높은 기수를 받은 노선은?,mrc-0-003069,[WHAT]
494,일부 볼펜에서 잉크가 비교적 빨리 건조되기 위해 사용되는 것은?,mrc-0-004759,[WHAT]
495,2012년 런던 올림픽 결승전에서 리네르에게 패한 사람은 누구인가?,mrc-1-000412,[WHO]
496,에센의 시장에 하이네만이 당선된 해는?,mrc-0-001078,[WHEN]
497,조선인민공화국에서 최고로 높은 직위에 오른 자는?,mrc-0-000394,[WHO]
498,조선수군의 길목을 차단하기 위해 일본군이 설치한 왜성이 위치한 장소는?,mrc-0-002289,[WHERE]
499,윤치호는 누구의 집에 숨어있었는가?,mrc-0-000734,[WHO]
500,오목이 수지에게 청탁한 남편의 일자리 장소는?,mrc-1-000770,[WHERE]
501,화순 유마사 해련탑은 누구의 무덤인가요?,mrc-0-004187,[WHO]
502,코페르니쿠스가 겨울 학기에 등록한 대학은 무슨 대학으로 불리기도 하는가?,mrc-1-001554,[WHAT]
503,정란이 방벽에 도달하면 방벽과 탑사이에 내리는 것은?,mrc-0-000062,[WHAT]
504,리파리 섬을 공격했을 때 아테네의 군사근거지 위치는 어디였나?,mrc-0-003460,[WHERE]
505,알키온의 주교 자리를 빼앗은 사람은?,mrc-0-003038,[WHO]
506,보닌이 살인 혐의로 체포되어 받은 형벌은?,mrc-0-001682,[WHO]
507,러시아가 동원령을 내린 것은 어느 나라를 견제하기 위해서인가?,mrc-0-001457,[WHERE]
508,진석중이 잠업에 대한 전문기술을 습득한 기관은?,mrc-1-000143,[WHAT]
509,정중부의 난 이전 병권을 장악한 집단은?,mrc-0-003755,[WHAT]
510,서머힐 스쿨 조사관들의 주장이 주관적인 듯이 말한 사람은?,mrc-0-001393,[WHO]
511,설계자들이 원래 스카버러 도심을 만들려고 했던 곳은?,mrc-0-001790,[WHERE]
512,유심 교수가 오랫동안 인터뷰를 해온 자들은?,mrc-0-003418,[WHAT]
513,베이핑-톈진 전투가 시작된 연도는?,mrc-0-002696,[WHEN]
514,2008년 당시 몰디브의 부통령은?,mrc-0-004465,[WHO]
515,클린턴과 힐러리 여사가 저질렀다는 혐의를 받았던 스캔들은?,mrc-0-002840,[WHAT]
516,연방군의 레이다를 무력화시킨 화학무기는?,mrc-1-000972,[WHAT]
517,양인 전투에서 손견군과 충돌한 부대는?,mrc-1-000227,[WHERE]
518,과거 우리나라의 전국지는 어디서 출간되었나?,mrc-0-002155,[WHERE]
519,여성 작가들이 언제부터 여성 등장인물에 관심을 가지기 시작했나요?,mrc-0-000564,[WHEN]
520,오늘날 양치식물이 다 자랐을 때 최대 높이는 몇 미터 미만인가?,mrc-0-001660,[WHAT]
521,알렉스의 직업은?,mrc-0-004323,[WHO]
522,스위니 토드의 본명은?,mrc-0-000664,[WHAT]
523,"박기출이 후보지명 되면 조한백, 박재우, 장준하 등이 취하겠다고 한 행동은?",mrc-0-000913,[WHAT]
524,미네소타주 경찰이 오마르 히메네스를 체포한 날짜는 언제인가요?,mrc-0-004373,[WHEN]
525,모토코의 몸 중에 인공적인 기계장치로 되어 있지 않은 곳은?,mrc-0-004392,[WHERE]
526,오에카키라는 이름의 모티브는?,mrc-1-001229,[WHAT]
527,"루트비히 2세의 사망 이후, 동프랑크 왕국의 중북부 지방의 땅을 물려받은 인물은?",mrc-0-005342,[WHO]
528,수사들이 전쟁의 대가로 지은 건물은?,mrc-0-000030,[WHAT]
529,모세상은 누구를 위해 만들어졌었는가?,mrc-0-002098,[WHO]
530,최재수는 2012년에 어디로 이적했는가?,mrc-0-000162,[WHERE]
531,핵무기 개발건으로 미국과 갈등을 겪다가 통합군사 조직에서 빠진 나라는?,mrc-0-000784,[WHERE]
532,셀레우쿠스에게 왕좌를 계승받은 사람은?,mrc-0-004040,[WHO]
533,헤드크랩의 공격을 받은 레이븐홈의 사람들은 어떤 존재로 변하였는가?,mrc-1-001277,[WHAT]
534,게요인이 슨푸로 이사간 이유는?,mrc-0-000434,[WHY]
535,노동운동 단체가 소멸하기 시작한 연도는?,mrc-0-002096,[WHEN]
536,속리산에서 임경업 장군의 설화가 깃들어있는 곳은 어디인가?,mrc-0-001878,[WHERE]
537,할리퀸이 소설 분위기를 미국풍으로 바꿀 무렵 세운 자회사는?,mrc-0-000211,[WHAT]
538,맥국이라는 명칭을 알린 사람은?,mrc-0-004085,[WHO]
539,쿠틉 앗딘이 이라크에 있는 칼리프 영지를 점거하기 위해 출정을 시작한 지역은?,mrc-0-004909,[WHERE]
540,에스토니아는 희망을 가졌는가' 를 발표한 인물이 리투아니와 협력한 떄는?,mrc-0-003441,[WHAT]
541,오두막의 첫 손님은 어떤 물건을 활용해 자살했는가?,mrc-0-003807,[WHAT]
542,<어린이와 가정을 위한 이야기>는 원래 몇 편의 이야기로 구성되었나?,mrc-0-001026,[WHAT]
543,인민군이 세르비아를 확장하는 쪽으로 돌아서게 만든 사람은?,mrc-1-000524,[WHO]
544,2008년에 니콜리치와 대선에서 맞붙어 승리한 인물은?,mrc-0-001864,[WHO]
545,Music Box앨범 이후 다음 앨범의 작업을 시작한 연도는?,mrc-0-004467,[WHEN]
546,서울교대를 상징하는 동물을 정한 연도는?,mrc-0-002636,[WHEN]
547,국내무사가 체포 활동에 참가한 것은 무엇 때문인가?,mrc-0-004710,[WHY]
548,어떤 부서가 통일전선조직의 활동을 규제하는가?,mrc-0-002581,[WHAT]
549,미국에서 나폴리식 요리를 의미하는 요리는?,mrc-0-005012,[WHAT]
550,미국이 한국과 더불어 비전략 핵무기를 공유하는 아시아의 파트너 나라는?,mrc-0-003040,[WHERE]
551,도르발 공항보다 미라벨 공항을 많이 이용할 것이라고 예측했던 기관은?,mrc-0-003558,[WHAT]
552,대성전의 전면 퇴칸을 제외한 면에 만들어진 것은?,mrc-1-001670,[WHAT]
553,임진왜란에서 일본 수군을 격파한 조선의 배는 무엇인가?,mrc-0-004531,[WHAT]
554,"""이탈리아의 예술의 궁전""이라는 별명을 가진 도시는?",mrc-0-003835,[WHERE]
555,삼길암 목조관음보살좌상이 조성된 해는?,mrc-0-002683,[WHEN]
556,원래 요괴를 위해 만들었으나 차후 인간들의 신봉도 받게된 시설은?,mrc-0-003770,[WHAT]
557,중국 국민당정부의 도움으로 1932년 설립된 교육 기관은?,mrc-0-003053,[WHAT]
558,한국이 무시한 일본 측의 주장은?,mrc-1-001426,[WHAT]
559,서인들은 어떤 왕에게 정여립의 탄핵을 주장하는 상소를 올렸는가?,mrc-0-002782,[WHAT]
